Date,Close,High,Low,Open,Volume,log_returns,rolling_volatility
2021-02-05,34.04999923706055,35.20000076293945,31.75,32.61000061035156,62375300,-0.03264773779503125,
2021-02-12,31.90999984741211,33.650001525878906,31.34000015258789,33.36000061035156,60925600,-0.06491057468074442,
2021-02-19,29.0,29.959999084472656,26.899999618530277,27.020000457763672,320063700,-0.0956236055218577,
2021-02-26,23.899999618530277,24.5,22.700000762939453,24.200000762939453,119588600,-0.19341738701008543,
2021-03-05,23.950000762939453,24.68000030517578,20.18000030517578,24.36000061035156,173468600,0.0020899127360447306,
2021-03-12,26.920000076293945,26.920000076293945,25.18000030517578,25.739999771118164,58721900,0.11690115189819275,
2021-03-19,24.31999969482422,24.56999969482422,23.38999938964844,24.01000022888184,57915900,-0.10157046306100614,
2021-03-26,22.57999992370605,23.049999237060547,21.76000022888184,22.6299991607666,57916400,-0.07423448920693254,
2021-04-02,23.06999969482422,23.950000762939453,22.729999542236328,23.950000762939453,51788800,0.021468503614722575,
2021-04-09,24.040000915527344,24.350000381469727,23.3700008392334,23.459999084472656,54082700,0.04118608879309634,
2021-04-16,22.46999931335449,23.26000022888184,22.299999237060547,22.86000061035156,46627700,-0.06753809211159167,
2021-04-23,23.40999984741211,23.549999237060547,22.739999771118164,22.88999938964844,32052800,0.040982219345840135,
2021-04-30,23.040000915527344,23.549999237060547,22.84000015258789,23.18000030517578,24717300,-0.015931399420635328,
2021-05-07,19.75,20.75,19.57999992370605,20.299999237060547,63725500,-0.15407838421698872,
2021-05-14,20.07999992370605,20.200000762939453,18.530000686645508,18.81999969482422,79409500,0.016570799676898226,
2021-05-21,20.75,21.15999984741211,20.46999931335449,20.84000015258789,35372900,0.03282195565267833,
2021-05-28,22.950000762939453,24.75,22.76000022888184,23.0,111846000,0.10077172307339549,
2021-06-04,24.030000686645508,24.489999771118164,23.5,23.709999084472656,42537600,0.04598510857278567,
2021-06-11,24.670000076293945,24.709999084472656,24.030000686645508,24.1200008392334,33113100,0.026284855310956694,
2021-06-18,25.3700008392334,25.940000534057617,25.020000457763672,25.59000015258789,65852600,0.027979473057100412,0.08061433060075467
2021-06-25,26.780000686645508,27.01000022888184,26.2450008392334,26.57999992370605,140832700,0.054087959212316045,0.0820120959592314
2021-07-02,24.440000534057617,25.34000015258789,24.32999992370605,25.0,29389500,-0.09143420974808265,0.08311954617586824
2021-07-09,23.290000915527344,23.38999938964844,22.76000022888184,22.959999084472656,22492400,-0.048197032949039896,0.08130507680336906
2021-07-16,21.3700008392334,21.709999084472656,21.239999771118164,21.600000381469727,19503100,-0.08603601460351608,0.07158717052821714
2021-07-23,21.809999465942383,22.07999992370605,21.51000022888184,22.01000022888184,17653300,0.020380447124091036,0.07180699929550324
2021-07-30,21.709999084472656,22.4060001373291,21.709999084472656,21.850000381469727,15889200,-0.004595614007281145,0.06587412943861089
2021-08-06,21.81999969482422,22.690000534057617,21.790000915527344,22.63999938964844,24200700,0.005054024699433832,0.062358310509357154
2021-08-13,24.899999618530277,25.100000381469727,24.309999465942383,25.0,52395100,0.13204082173172585,0.06724529883279974
2021-08-20,24.01000022888184,24.479999542236328,23.65999984741211,24.21999931335449,52062300,-0.03639736838465948,0.06773752355230322
2021-08-27,25.709999084472656,26.09000015258789,24.90999984741211,25.049999237060547,52268500,0.0684095659020882,0.0688311684951495
2021-09-03,26.63999938964844,26.75,26.21999931335449,26.489999771118164,26609500,0.03553383709307227,0.06707995787495702
2021-09-10,26.280000686645508,26.729999542236328,26.170000076293945,26.18000030517578,37307800,-0.01360560301662074,0.066799202816008
2021-09-17,28.709999084472656,29.290000915527344,28.06999969482422,28.65999984741211,182052600,0.08843724249970292,0.069052330102807
2021-09-24,28.559999465942383,28.76000022888184,27.900999069213867,28.270000457763672,40309700,-0.0052383434722886,0.05735448512370481
2021-10-01,24.32999992370605,24.36000061035156,23.71999931335449,24.209999084472656,32778000,-0.1602969651122531,0.06991778980202032
2021-10-08,23.5,24.09600067138672,23.11000061035156,23.86000061035156,39713400,-0.0347097325095207,0.07036649192792448
2021-10-15,24.0,24.520000457763672,23.82999992370605,24.5,24366100,0.021053409197832263,0.06690138210447963
2021-10-22,24.43000030517578,24.850000381469727,24.25,24.489999771118164,20166800,0.017758067413548725,0.066224204580995
2021-10-29,25.8799991607666,26.1200008392334,25.450000762939453,25.5,21910300,0.0576585394433303,0.06722306311468433
2021-11-05,26.0,26.6299991607666,25.71999931335449,26.450000762939453,26005000,0.004626100816657399,0.06695755401954616
2021-11-12,22.82999992370605,23.225000381469727,22.3799991607666,23.020000457763672,53516200,-0.13002108082160654,0.07178906874811002
2021-11-19,21.40999984741211,21.959999084472656,21.299999237060547,21.600000381469727,30013100,-0.06421736172522893,0.07036771113935489
2021-11-26,21.030000686645508,21.09000015258789,20.349000930786133,20.40999984741211,20691200,-0.017908073109277396,0.06974897419911669
2021-12-03,18.979999542236328,19.530000686645508,18.399999618530277,19.5,56039600,-0.10256425330180002,0.07084762345572769
2021-12-10,18.940000534057617,19.57999992370605,18.700000762939453,19.280000686645508,27594500,-0.002109653108297483,0.07058603901309318
2021-12-17,19.059999465942383,19.100000381469727,17.809999465942383,18.030000686645508,44495200,0.006315754250971952,0.07064818562510698
2021-12-24,18.93000030517578,19.13500022888184,18.71999931335449,18.850000381469727,24758300,-0.0068438888637349015,0.07059576766365272
2021-12-31,18.209999084472656,18.920000076293945,18.209999084472656,18.61000061035156,23556000,-0.03877713787906944,0.06277548576482277
2022-01-07,16.559999465942383,17.329999923706055,16.475000381469727,16.700000762939453,37989300,-0.09498072675618233,0.06511786269554586
2022-01-14,16.010000228881836,16.249000549316406,15.619999885559082,15.9399995803833,35624900,-0.033776575402454184,0.06186115986198551
2022-01-21,13.529999732971191,14.477999687194824,13.5,14.25,73031300,-0.1683041188581602,0.06807127307366102
2022-01-28,12.710000038146973,12.880000114440918,11.890000343322754,12.300000190734863,54887500,-0.06252033424394451,0.06818331281757836
2022-02-04,12.9399995803833,13.09000015258789,12.265000343322754,12.470000267028809,38989200,0.017934168442181212,0.063020796471528
2022-02-11,13.130000114440918,13.920000076293944,12.970000267028809,13.449999809265137,41831600,0.014576440385813188,0.06374508451010036
2022-02-18,11.020000457763672,12.010000228881836,10.56999969482422,11.920000076293944,137808100,-0.17518785176657176,0.06530603171480973
2022-02-25,11.470000267028809,11.890000343322754,11.0,11.59000015258789,75433700,0.04002310915778672,0.06769488049568591
2022-03-04,10.960000038146973,11.770000457763672,10.739999771118164,11.699999809265137,43502200,-0.04548266942147491,0.06637255758361464
2022-03-11,11.390000343322754,12.005000114440918,11.369999885559082,11.859999656677246,37817400,0.03848352260112948,0.06746134616945709
2022-03-18,12.81999969482422,13.020000457763672,12.21500015258789,12.279999732971191,59125500,0.11827062008629861,0.07311653835996003
2022-03-25,12.970000267028809,13.395000457763672,12.710000038146973,13.359999656677246,24796900,0.011632591228680478,0.07333347695805957
2022-04-01,13.829999923706056,14.0649995803833,13.5,13.770000457763672,23831600,0.06420112124357166,0.07291512600814958
2022-04-08,12.699999809265137,13.050000190734863,12.56999969482422,12.699999809265137,24962500,-0.08523816171406043,0.07365697188713224
2022-04-15,12.420000076293944,12.920000076293944,12.40999984741211,12.920000076293944,23284100,-0.02229389579789005,0.07363778539032802
2022-04-22,11.960000038146973,12.729999542236328,11.859999656677246,12.329999923706056,30386100,-0.0377403309361304,0.07150143333358717
2022-04-29,10.399999618530272,11.229999542236328,10.359999656677246,10.899999618530272,30937500,-0.1397619822444872,0.07586732348843614
2022-05-06,9.479999542236328,10.050000190734863,9.420000076293944,10.0,69691300,-0.09262150148792267,0.07659861011254801
2022-05-13,8.34000015258789,8.350000381469727,7.519999980926514,7.519999980926514,69242700,-0.12812103331305674,0.07902106962885265
2022-05-20,8.079999923706055,8.399999618530273,7.710000038146973,8.260000228881836,40879100,-0.03167137157588142,0.0790474850777935
2022-05-27,8.850000381469727,8.850000381469727,8.434000015258789,8.5,37064000,0.09102563903307705,0.08315188685123294
2022-06-03,8.9399995803833,9.25,8.859999656677246,9.039999961853027,36632300,0.010118040124669537,0.08366159487376397
2022-06-10,8.260000228881836,8.579999923706055,8.140000343322754,8.479999542236328,30225800,-0.07911092700587904,0.07804100433978219
2022-06-17,8.239999771118164,8.329999923706055,7.690000057220459,7.699999809265137,45518000,-0.00242429909809359,0.07766314752990165
